No.,transition,lambda(invacuo),Ei(cm^-1),Ek(cm^-1),gi,gk,Aki(10^8s^-1),fik,S(a.u.),log(gf),
471,14r-15Q,1386509.0224544,109119.46401,109191.58759,26,26,0.30596E-09*,0.88130E-05,1.0453,-3.63990,
472,14r-15t,1386508.8396660,109119.46401,109191.58760,26,28,0.15054E-03*,4.6698,0.55390E+06,2.11646,
473,14r-16t,762477.20546427,109119.46401,109250.61547,26,28,0.29087E-04*,0.27287,17799.,0.88311,
474,14r-17t,555332.44952642,109119.46401,109299.53632,26,28,0.93261E-05*,0.46410E-01,2204.9,0.11377,
475,14R-15Q,1386509.2472763,109119.46402,109191.58759,28,26,0.10708E-06*,0.28642E-02,365.87,-1.12802,
476,14R-15t,1386509.0644878,109119.46402,109191.58760,28,28,0.39931E-06*,0.11502E-01,1469.2,-0.49207,
477,14R-16t,762477.27345456,109119.46402,109250.61547,28,28,0.77153E-07*,0.67209E-03,47.212,-1.72542,
478,14R-17t,555332.48559252,109119.46402,109299.53632,28,28,0.24738E-07*,0.11431E-03,5.8484,-2.49475,
479,14R-15T,1386508.9060711,109119.46402,109191.58761,28,30,0.15094E-03*,4.6583,0.59504E+06,2.14535,
480,14R-16T,762477.23397947,109119.46402,109250.61548,28,30,0.29164E-04*,0.27220,19121.,0.91200,
481,14R-17T,555332.46813476,109119.46402,109299.53633,28,30,0.93509E-05*,0.46296E-01,2368.6,0.14266,
482,15q-15r,9014667297057.7,109191.58758,109191.58759,24,26,0.37678E-24*,0.49701E-06,0.35381E+06,-4.88866,
483,15q-16r,1694114.6871855,109191.58758,109250.61546,24,26,0.83110E-04*,3.8719,0.51798E+06,2.00289,
484,15Q-16r,1694115.0055584,109191.58759,109250.61546,26,26,0.25651E-06*,0.11031E-01,1598.7,-0.54241,
485,15Q-15R,10517112673320.,109191.58759,109191.58760,26,28,0.23800E-24*,0.42480E-06,0.38220E+06,-4.92466,
486,15Q-16R,1694114.7807031,109191.58759,109250.61547,26,28,0.83366E-04*,3.8608,0.55955E+06,2.03384,
487,15r-15t,10517112673320.,109191.58759,109191.58760,26,28,0.12325E-24*,0.21998E-06,0.19792E+06,-5.21045,
488,15r-16t,1694114.7807031,109191.58759,109250.61547,26,28,0.95074E-04*,4.4031,0.63813E+06,2.09091,
489,15r-17t,926365.68066119,109191.58759,109299.53632,26,28,0.32115E-04*,0.44472,35243.,1.09524,
490,15R-16t,1694115.0535941,109191.58760,109250.61547,28,28,0.25219E-06*,0.10845E-01,1692.7,-0.51761,
491,15R-17t,926365.76225711,109191.58760,109299.53632,28,28,0.85186E-07*,0.10954E-02,93.484,-1.51329,
492,15R-15T,12135130614734.,109191.58760,109191.58761,28,30,0.80445E-25*,0.19018E-06,0.21262E+06,-5.24371,
493,15R-16T,1694114.8587196,109191.58760,109250.61548,28,30,0.95327E-04*,4.3922,0.68553E+06,2.11981,
494,15R-17T,926365.71367822,109191.58760,109299.53633,28,30,0.32200E-04*,0.44362,37861.,1.12413,
495,15t-16r,1694115.2784494,109191.58760,109250.61546,28,26,0.66951E-07*,0.26735E-02,417.27,-1.15795,
496,15t-16R,1694115.0535941,109191.58760,109250.61547,28,28,0.16490E-09*,0.70915E-05,1.1068,-3.70210,
497,15t-16u,1694114.8587196,109191.58760,109250.61548,28,30,0.10858E-03*,5.0029,0.78084E+06,2.17635,
498,15t-17u,926365.71367822,109191.58760,109299.53633,28,30,0.20056E-04*,0.27631,23582.,0.91851,
499,15t-18u,671389.31578615,109191.58760,109340.53248,28,30,0.61890E-05*,0.44787E-01,2770.3,0.12827,
500,15T-16R,1694115.2900997,109191.58761,109250.61547,30,28,0.66786E-07*,0.26806E-02,448.26,-1.12461,
501,15T-16u,1694115.0952251,109191.58761,109250.61548,30,30,0.25019E-06*,0.10759E-01,1799.2,-0.49111,
502,15T-17u,926365.78439469,109191.58761,109299.53633,30,30,0.46212E-07*,0.59421E-03,54.335,-1.74894,
503,15T-18u,671389.35293150,109191.58761,109340.53248,30,30,0.14260E-07*,0.96316E-04,6.3831,-2.53918,
504,15T-16U,1694114.9247098,109191.58761,109250.61548,30,32,0.10883E-03*,4.9922,0.83482E+06,2.20344,
505,15T-17U,926365.74188816,109191.58761,109299.53634,30,32,0.20102E-04*,0.27571,25212.,0.94561,
506,15T-18U,671389.33412236,109191.58761,109340.53249,30,32,0.62032E-05*,0.44691E-01,2961.8,0.15537,
507,16r-16t,12763879284513.,109250.61546,109250.61547,26,28,0.16231E-24*,0.42669E-06,0.46592E+06,-4.92273,
508,16r-17t,2044117.7209144,109250.61546,109299.53632,26,28,0.62198E-04*,4.1937,0.73336E+06,2.06976,
509,16R-17t,2044118.0482771,109250.61547,109299.53632,28,28,0.16498E-06*,0.10329E-01,1945.2,-0.53877,
510,16R-16T,14727553749653.,109250.61547,109250.61548,28,30,0.10594E-24*,0.36889E-06,0.50052E+06,-4.95598,
511,16R-17T,2044117.8117427,109250.61547,109299.53633,28,30,0.62363E-04*,4.1834,0.78783E+06,2.09865,
512,16t-16u,14727553749653.,109250.61547,109250.61548,28,30,0.54735E-25*,0.19059E-06,0.25860E+06,-5.24277,
513,16t-17u,2044117.8117427,109250.61547,109299.53633,28,30,0.70547E-04*,4.7323,0.89120E+06,2.15220,
514,16t-18u,1112136.6214303,109250.61547,109340.53248,28,30,0.22935E-04*,0.45540,46660.,1.13551,
515,16T-17u,2044118.0954570,109250.61548,109299.53633,30,30,0.16255E-06*,0.10177E-01,2053.5,-0.51526,
516,16T-18u,1112136.7054122,109250.61548,109340.53248,30,30,0.52845E-07*,0.97935E-03,107.51,-1.53194,
517,16T-16U,16831490707048.,109250.61548,109250.61548,30,32,0.36752E-25*,0.16641E-06,0.27648E+06,-5.27367,
518,16T-17U,2044117.8884893,109250.61548,109299.53634,30,32,0.70709E-04*,4.7221,0.95281E+06,2.17929,
519,16T-18U,1112136.6538019,109250.61548,109340.53249,30,32,0.22987E-04*,0.45442,49886.,1.16261,
520,16u-17t,2044118.3319915,109250.61548,109299.53632,30,28,0.43009E-07*,0.25132E-02,507.10,-1.15261,
521,16u-17T,2044118.0954570,109250.61548,109299.53633,30,30,0.92492E-10*,0.57908E-05,1.1684,-3.76014,
522,16u-17v,2044117.8884893,109250.61548,109299.53634,30,32,0.79902E-04*,5.3361,0.10767E+07,2.23237,
523,16u-18v,1112136.6538019,109250.61548,109340.53249,30,32,0.14133E-04*,0.27938,30670.,0.95134,
524,16u-19v,802490.62093426,109250.61548,109375.22753,30,32,0.42017E-05*,0.43247E-01,3425.8,0.14111,
525,16U-17T,2044118.3437071,109250.61548,109299.53633,32,30,0.42916E-07*,0.25190E-02,542.15,-1.12165,
526,16U-17v,2044118.1367394,109250.61548,109299.53634,32,32,0.16142E-06*,0.10106E-01,2175.1,-0.49026,
527,16U-18v,1112136.7272861,109250.61548,109340.53249,32,32,0.28551E-07*,0.52912E-03,61.959,-1.77129,
528,16U-19v,802490.65919536,109250.61548,109375.22753,32,32,0.84883E-08*,0.81907E-04,6.9207,-2.58153,
529,16U-17V,2044117.9541208,109250.61548,109299.53634,32,34,0.80064E-04*,5.3260,0.11463E+07,2.25788,
530,16U-18V,1112136.6817476,109250.61548,109340.53249,32,34,0.14161E-04*,0.27885,32652.,0.97685,
531,16U-19V,802490.63903497,109250.61548,109375.22753,32,34,0.42102E-05*,0.43165E-01,3647.2,0.16661,
532,17t-17u,17665153970005.,109299.53632,109299.53633,28,30,0.73923E-25*,0.37034E-06,0.60271E+06,-4.95428,
533,17t-18u,2439253.0521848,109299.53632,109340.53248,28,30,0.47286E-04*,4.5168,0.10150E+07,2.13195,
534,17T-18u,2439253.3890036,109299.53633,109340.53248,30,30,0.10895E-06*,0.97135E-02,2338.8,-0.53550,
535,17T-17U,20188748339399.,109299.53633,109299.53634,30,32,0.49637E-25*,0.32335E-06,0.64438E+06,-4.98518,
536,17T-18U,2439253.1407282,109299.53633,109340.53249,30,32,0.47394E-04*,4.5070,0.10852E+07,2.15904,
537,17u-17v,20188748339399.,109299.53633,109299.53634,30,32,0.25594E-25*,0.16673E-06,0.33226E+06,-5.27285,
538,17u-18v,2439253.1407282,109299.53633,109340.53249,30,32,0.53231E-04*,5.0620,0.12188E+07,2.20947,
539,17u-19v,1321157.6204182,109299.53633,109375.22753,30,32,0.16672E-04*,0.46511,60656.,1.17271,
540,17U-18v,2439253.4354447,109299.53634,109340.53249,32,32,0.10754E-06*,0.95872E-02,2462.3,-0.51316,
541,17U-19v,1321157.7068751,109299.53634,109375.22753,32,32,0.33682E-07*,0.88090E-03,122.54,-1.54993,
542,17U-17V,22880582300894.,109299.53634,109299.53634,32,34,0.17617E-25*,0.14683E-06,0.35374E+06,-5.30170,
543,17U-18V,2439253.2163782,109299.53634,109340.53249,32,34,0.53338E-04*,5.0524,0.12976E+07,2.23498,
544,17U-19V,1321157.6522329,109299.53634,109375.22753,32,34,0.16706E-04*,0.46423,64577.,1.19821,
545,17v-18u,2439253.6837201,109299.53634,109340.53248,32,30,0.28367E-07*,0.23709E-02,608.93,-1.14796,
546,17v-18U,2439253.4354447,109299.53634,109340.53249,32,32,0.53725E-10*,0.47898E-05,1.2302,-3.81453,
547,17v-18w,2439253.2163782,109299.53634,109340.53249,32,34,0.59849E-04*,5.6692,0.14560E+07,2.28500,
548,17v-19w,1321157.6522329,109299.53634,109375.22753,32,34,0.10153E-04*,0.28213,39246.,0.98194,
549,17v-20w,949548.07257167,109299.53634,109404.84959,32,34,0.29113E-05*,0.41789E-01,4178.0,0.15255,
550,17V-18U,2439253.6954887,109299.53634,109340.53249,34,32,0.28313E-07*,0.23757E-02,648.29,-1.11905,
551,17V-18w,2439253.4764221,109299.53634,109340.53249,34,34,0.10687E-06*,0.95281E-02,2600.1,-0.48951,
552,17V-19w,1321157.7285184,109299.53634,109375.22753,34,34,0.18130E-07*,0.47418E-03,70.083,-1.79258,
553,17V-20w,949548.11197808,109299.53634,109404.84959,34,34,0.51987E-08*,0.70234E-04,7.4608,-2.62197,
554,17V-18W,2439253.2816963,109299.53634,109340.53249,34,36,0.59956E-04*,5.6597,0.15444E+07,2.30910,
555,17V-19W,1321157.6799476,109299.53634,109375.22753,34,36,0.10171E-04*,0.28166,41629.,1.00603,
556,17V-20W,949548.09046656,109299.53634,109404.84959,34,36,0.29165E-05*,0.41719E-01,4431.7,0.17664,
557,18u-18v,23965149309511.,109340.53248,109340.53249,30,32,0.35348E-25*,0.32447E-06,0.76757E+06,-4.98367,
558,18u-19v,2882255.9690840,109340.53248,109375.22753,30,32,0.36459E-04*,4.8408,0.13773E+07,2.19007,
559,18U-19v,2882256.3157290,109340.53249,109375.22753,32,32,0.73655E-07*,0.91683E-02,2782.3,-0.53256,
560,18U-18V,27160503747913.,109340.53249,109340.53249,32,34,0.24331E-25*,0.28576E-06,0.81719E+06,-5.01253,
561,18U-19V,2882256.0556627,109340.53249,109375.22753,32,34,0.36533E-04*,4.8317,0.14663E+07,2.21558,
562,18v-18w,27160503747913.,109340.53249,109340.53249,32,34,0.12524E-25*,0.14708E-06,0.42061E+06,-5.30097,
563,18v-19w,2882256.0556627,109340.53249,109375.22753,32,34,0.40770E-04*,5.3921,0.16364E+07,2.26324,
564,18v-20w,1554796.3079581,109340.53249,109404.84959,32,34,0.12316E-04*,0.47398,77594.,1.20724,
565,18V-19w,2882256.3615260,109340.53249,109375.22753,34,34,0.72804E-07*,0.90624E-02,2922.1,-0.51128,
566,18V-20w,1554796.3969620,109340.53249,109404.84959,34,34,0.21993E-07*,0.79661E-03,138.56,-1.56727,
567,18V-18W,30555567555235.,109340.53249,109340.53249,34,36,0.88114E-26*,0.13052E-06,0.44615E+06,-5.32803,
568,18V-19W,2882256.1303560,109340.53249,109375.22753,34,36,0.40843E-04*,5.3831,0.17357E+07,2.28733,
569,18V-20W,1554796.3392875,109340.53249,109404.84959,34,36,0.12338E-04*,0.47319,82305.,1.23134,
570,18w-19v,2882256.6215924,109340.53249,109375.22753,34,32,0.19153E-07*,0.22438E-02,723.51,-1.14386,
571,18w-19V,2882256.3615260,109340.53249,109375.22753,34,34,0.32190E-10*,0.40069E-05,1.2920,-3.86572,
572,18w-19x,2882256.1303560,109340.53249,109375.22753,34,36,0.45542E-04*,6.0024,0.19354E+07,2.33463,
573,18w-20x,1554796.3392875,109340.53249,109404.84959,34,36,0.74213E-05*,0.28462,49507.,1.01057,
574,18w-21x,1113473.3897331,109340.53249,109430.34155,34,36,0.20545E-05*,0.40411E-01,5033.9,0.16281,
575,18W-19V,2882256.6334045,109340.53249,109375.22753,36,34,0.19121E-07*,0.22479E-02,767.44,-1.11675,
576,18W-19x,2882256.4022345,109340.53249,109375.22753,36,36,0.72404E-07*,0.90126E-02,3077.0,-0.48885,
577,18W-20x,1554796.4184021,109340.53249,109404.84959,36,36,0.11799E-07*,0.42736E-03,78.707,-1.81290,
578,18W-21x,1113473.4303091,109340.53249,109430.34155,36,36,0.32662E-08*,0.60678E-04,8.0030,-2.66067,
579,18W-19X,2882256.1953981,109340.53249,109375.22753,36,38,0.45615E-04*,5.9934,0.20462E+07,2.35746,
580,18W-20X,1554796.3667986,109340.53249,109404.84960,36,38,0.74331E-05*,0.28420,52340.,1.03340,
581,18W-21X,1113473.4074466,109340.53249,109430.34155,36,38,0.20577E-05*,0.40351E-01,5322.0,0.18564,
582,19v-19w,31943396898153.,109375.22753,109375.22753,32,34,0.17645E-25*,0.28664E-06,0.96407E+06,-5.01118,
583,19v-20w,3375861.7600913,109375.22753,109404.84959,32,34,0.28472E-04*,5.1658,0.18362E+07,2.24462,
584,19V-20w,3375862.1168613,109375.22753,109404.84959,34,34,0.50843E-07*,0.86821E-02,3278.9,-0.52990,
585,19V-19W,35936322875454.,109375.22753,109375.22753,34,36,0.12415E-25*,0.25436E-06,0.10226E+07,-5.03824,
586,19V-20W,3375861.8449630,109375.22753,109404.84959,34,36,0.28523E-04*,5.1571,0.19477E+07,2.26871,
587,19w-19x,35936322875454.,109375.22753,109375.22753,34,36,0.63799E-26*,0.13071E-06,0.52550E+06,-5.32737,
588,19w-20x,3375861.8449630,109375.22753,109404.84959,34,36,0.31650E-04*,5.7225,0.21612E+07,2.31389,
589,19w-21x,1814420.3173187,109375.22753,109430.34155,34,36,0.92306E-05*,0.48212,97860.,1.23945,
590,19W-20x,3375862.1620918,109375.22753,109404.84959,36,36,0.50318E-07*,0.85924E-02,3435.9,-0.50958,
591,19W-21x,1814420.4089285,109375.22753,109430.34155,36,36,0.14675E-07*,0.72390E-03,155.58,-1.58402,
592,19W-19X,40164126495520.,109375.22753,109375.22753,36,38,0.45771E-26*,0.11678E-06,0.55558E+06,-5.35285,
593,19W-20X,3375861.9188143,109375.22753,109404.84960,36,38,0.31700E-04*,5.7139,0.22849E+07,2.33672,
594,19W-21X,1814420.3482213,109375.22753,109430.34155,36,38,0.92453E-05*,0.48139,0.10346E+06,1.26228,
595,19x-20w,3375862.4339902,109375.22753,109404.84959,36,34,0.13205E-07*,0.21296E-02,851.59,-1.14022,
596,19x-20W,3375862.1620918,109375.22753,109404.84959,36,36,0.19827E-10*,0.33857E-05,1.3539,-3.91405,
597,19x-20y,3375861.9188143,109375.22753,109404.84960,36,38,0.35149E-04*,6.3356,0.25335E+07,2.38157,
598,19x-21y,1814420.3482213,109375.22753,109430.34155,36,38,0.55097E-05*,0.28688,61657.,1.03749,
599,19x-22y,1295178.3000986,109375.22753,109452.43698,36,38,0.14741E-05*,0.39109E-01,6000.0,0.17206,
600,19X-20W,3375862.4458387,109375.22753,109404.84959,38,36,0.13185E-07*,0.21330E-02,900.33,-1.11470,
601,19X-20y,3375862.2025612,109375.22753,109404.84960,38,38,0.50070E-07*,0.85501E-02,3608.9,-0.48825,
602,19X-21y,1814420.4301880,109375.22753,109430.34155,38,38,0.78485E-08*,0.38716E-03,87.831,-1.83233,
603,19X-22y,1295178.3418644,109375.22753,109452.43698,38,38,0.20998E-08*,0.52779E-04,8.5470,-2.69776,
604,19X-20Y,3375861.9836115,109375.22753,109404.84960,38,40,0.35199E-04*,6.3271,0.26706E+07,2.40326,
605,19X-21Y,1814420.3755515,109375.22753,109430.34155,38,40,0.55175E-05*,0.28650,64995.,1.05918,
606,19X-22Y,1295178.3176510,109375.22753,109452.43698,38,40,0.14762E-05*,0.39056E-01,6324.8,0.19375,
607,20w-20x,41914358143731.,109404.84959,109404.84959,34,36,0.91514E-26*,0.25507E-06,0.11960E+07,-5.03704,
608,20w-21x,3922805.7139841,109404.84959,109430.34155,34,36,0.22494E-04*,5.4916,0.24100E+07,2.29600,
609,20W-21x,3922806.0811234,109404.84959,109430.34155,36,36,0.35761E-07*,0.82456E-02,3831.4,-0.52748,
610,20W-20X,46845460310444.,109404.84959,109404.84960,36,38,0.65654E-26*,0.22788E-06,0.12645E+07,-5.06252,
611,20W-21X,3922805.7973588,109404.84959,109430.34155,36,38,0.22529E-04*,5.4833,0.25479E+07,2.31883,
612,20x-20y,46845460310444.,109404.84959,109404.84960,36,38,0.33691E-26*,0.11694E-06,0.64888E+06,-5.35226,
613,20x-21y,3922805.7973588,109404.84959,109430.34155,36,38,0.24871E-04*,6.0532,0.28127E+07,2.36177,
614,20x-22y,2101397.2840048,109404.84959,109452.43698,36,38,0.70100E-05*,0.48959,0.12187E+06,1.26962,
615,20X-21y,3922806.1258518,109404.84960,109430.34155,38,38,0.35429E-07*,0.81690E-02,4006.7,-0.50805,
616,20X-22y,2101397.3782695,109404.84960,109452.43698,38,38,0.99857E-08*,0.66072E-03,173.60,-1.60020,
617,20X-20Y,52050511198317.,109404.84960,109404.84960,38,40,0.24596E-26*,0.10510E-06,0.68400E+06,-5.37633,
618,20X-21Y,3922805.8704636,109404.84960,109430.34155,38,40,0.24906E-04*,6.0450,0.29650E+07,2.38346,
619,20X-22Y,2101397.3145293,109404.84960,109452.43698,38,40,0.70200E-05*,0.48893,0.12846E+06,1.29131,
620,20y-21x,3922806.4096165,109404.84960,109430.34155,38,36,0.92768E-08*,0.20264E-02,993.92,-1.13697,
621,20y-21X,3922806.1258518,109404.84960,109430.34155,38,38,0.12519E-10*,0.28866E-05,1.4158,-3.95982,
622,20y-21z,3922805.8704636,109404.84960,109430.34155,38,40,0.27476E-04*,6.6688,0.32709E+07,2.42611,
623,20y-22z,2101397.3145293,109404.84960,109452.43698,38,40,0.41486E-05*,0.28894,75918.,1.06287,
624,20y-23z,1495574.5379827,109404.84960,109471.71353,38,40,0.10737E-05*,0.37879E-01,7083.1,0.18046,
625,20Y-21X,3922806.4214956,109404.84960,109430.34155,40,38,0.92642E-08*,0.20293E-02,1047.7,-1.11287,
626,20Y-21z,3922806.1661074,109404.84960,109430.34155,40,40,0.35271E-07*,0.81327E-02,4198.9,-0.48770,
627,20Y-22z,2101397.3993675,109404.84960,109452.43698,40,40,0.53255E-08*,0.35237E-03,97.455,-1.85094,
628,20Y-23z,1495574.5809552,109404.84960,109471.71353,40,40,0.13783E-08*,0.46194E-04,9.0926,-2.73336,
629,20Y-21Z,3922805.9350419,109404.84960,109430.34156,40,42,0.27512E-04*,6.6607,0.34389E+07,2.44677,
630,20Y-22Z,2101397.3416978,109404.84960,109452.43698,40,42,0.41539E-05*,0.28859,79816.,1.08353,
631,20Y-23Z,1495574.5553910,109404.84960,109471.71353,40,42,0.10751E-05*,0.37833E-01,7446.9,0.20111,
632,21x-21y,54229475953664.,109430.34155,109430.34155,36,38,0.49115E-26*,0.22845E-06,0.14675E+07,-5.06143,
633,21x-22y,4525823.1197692,109430.34155,109452.43698,36,38,0.17959E-04*,5.8180,0.31190E+07,2.34456,
634,21X-22y,4525823.4974804,109430.34155,109452.43698,38,38,0.25582E-07*,0.78515E-02,4443.0,-0.52526,
635,21X-21Y,60254972763771.,109430.34155,109430.34155,38,40,0.35856E-26*,0.20533E-06,0.15469E+07,-5.08550,
636,21X-22Y,4525823.2018207,109430.34155,109452.43698,38,40,0.17984E-04*,5.8101,0.32878E+07,2.36625,
637,21y-21z,60254972763771.,109430.34155,109430.34155,38,40,0.18376E-26*,0.10523E-06,0.79278E+06,-5.37580,
638,21y-22z,4525823.2018207,109430.34155,109452.43698,38,40,0.19761E-04*,6.3841,0.36126E+07,2.40716,
639,21y-23z,2417094.8452499,109430.34155,109471.71353,38,40,0.53880E-05*,0.49650,0.15005E+06,1.29798,
640,21Y-22z,4525823.5417607,109430.34155,109452.43698,40,40,0.25367E-07*,0.77855E-02,4637.5,-0.50665,
641,21Y-23z,2417094.9422104,109430.34155,109471.71353,40,40,0.69166E-08*,0.60548E-03,192.62,-1.61584,
642,21Y-21Z,66597603886747.,109430.34155,109430.34156,40,42,0.13627E-26*,0.95092E-07,0.83349E+06,-5.39861,
643,21Y-22Z,4525823.2742590,109430.34155,109452.43698,40,42,0.19786E-04*,6.3764,0.37981E+07,2.42782,
644,21Y-23Z,2417094.8754370,109430.34155,109471.71353,40,42,0.53949E-05*,0.49589,0.15775E+06,1.31863,
645,21z-22y,4525823.8374204,109430.34155,109452.43698,40,38,0.66287E-08*,0.19327E-02,1151.2,-1.13405,
646,21z-22Y,4525823.5417607,109430.34155,109452.43698,40,40,0.80838E-11*,0.24810E-05,1.4778,-4.00331,
647,21z-22a,4525823.2742590,109430.34155,109452.43698,40,42,0.21728E-04*,7.0021,0.41708E+07,2.46848,
648,21z-23a,2417094.8754370,109430.34155,109471.71353,40,42,0.31640E-05*,0.29083,92518.,1.08688,
649,21z-24a,1715573.8428603,109430.34155,109488.63109,40,42,0.79290E-06*,0.36716E-01,8290.1,0.18810,
650,21Z-22Y,4525823.8493255,109430.34156,109452.43698,42,40,0.66206E-08*,0.19352E-02,1210.4,-1.11121,
651,21Z-22a,4525823.5818238,109430.34156,109452.43698,42,42,0.25265E-07*,0.77542E-02,4849.8,-0.48721,
652,21Z-23a,2417094.9631631,109430.34156,109471.71353,42,42,0.36791E-08*,0.32207E-03,107.58,-1.86880,
653,21Z-24a,1715573.8870540,109430.34156,109488.63109,42,42,0.92198E-09*,0.40660E-04,9.6396,-2.76759,
654,21Z-22A,4525823.3386405,109430.34156,109452.43698,42,44,0.21753E-04*,6.9943,0.43745E+07,2.48820,
655,21Z-23A,2417094.9024601,109430.34156,109471.71353,42,44,0.31677E-05*,0.29050,97037.,1.10661,
656,21Z-24A,1715573.8601392,109430.34156,109488.63109,42,44,0.79383E-06*,0.36675E-01,8694.9,0.20782,
657,22y-22z,69279230175122.,109452.43698,109452.43698,38,40,0.27185E-26*,0.20579E-06,0.17826E+07,-5.08451,
658,22y-23z,5187649.2666328,109452.43698,109471.71353,38,40,0.14477E-04*,6.1450,0.39858E+07,2.39058,
659,22Y-23z,5187649.6550856,109452.43698,109471.71353,40,40,0.18584E-07*,0.74939E-02,5116.5,-0.52323,
660,22Y-22Z,76571782977515.,109452.43698,109452.43698,40,42,0.20160E-26*,0.18597E-06,0.18741E+07,-5.10732,
661,22Y-23Z,5187649.3475063,109452.43698,109471.71353,40,42,0.14496E-04*,6.1375,0.41904E+07,2.41124,
662,22z-22a,76571782977515.,109452.43698,109452.43698,40,42,0.10320E-26*,0.95197E-07,0.95938E+06,-5.39813,
663,22z-23a,5187649.3475063,109452.43698,109471.71353,40,42,0.15860E-04*,6.7153,0.45849E+07,2.45031,
664,22z-24a,2762880.6396401,109452.43698,109488.63109,40,42,0.41873E-05*,0.50288,0.18286E+06,1.32472,
665,22Z-23a,5187649.6989636,109452.43698,109471.71353,42,42,0.18442E-07*,0.74366E-02,5331.3,-0.50537,
666,22Z-24a,2762880.7393310,109452.43698,109488.63109,42,42,0.48689E-08*,0.55690E-03,212.63,-1.63097,
667,22Z-22A,84228962809136.,109452.43698,109452.43698,42,44,0.77625E-27*,0.86447E-07,0.10062E+07,-5.41980,
668,22Z-23A,5187649.4193461,109452.43698,109471.71353,42,44,0.15879E-04*,6.7078,0.48089E+07,2.47004,
669,22Z-24A,2762880.6695243,109452.43698,109488.63109,42,44,0.41922E-05*,0.50233,0.19179E+06,1.34444,
670,22a-23z,5187650.0065429,109452.43698,109471.71353,42,40,0.48102E-08*,0.18473E-02,1324.3,-1.13141,
671,22a-23Z,5187649.6989636,109452.43698,109471.71353,42,42,0.53269E-11*,0.21480E-05,1.5399,-4.04471,
672,22a-23b,5187649.4193461,109452.43698,109471.71353,42,44,0.17364E-04*,7.3353,0.52587E+07,2.50887,
673,22a-24b,2762880.6695243,109452.43698,109488.63109,42,44,0.24415E-05*,0.29256,0.11170E+06,1.10966,
674,22a-25b,1956087.9582690,109452.43698,109503.55943,42,44,0.59298E-06*,0.35615E-01,9627.5,0.19509,
675,22A-23Z,5187650.0184702,109452.43698,109471.71353,44,42,0.48049E-08*,0.18494E-02,1389.0,-1.10971,
676,22A-23b,5187649.7388527,109452.43698,109471.71353,44,44,0.18375E-07*,0.74094E-02,5564.7,-0.48676,
677,22A-24b,2762880.7601524,109452.43698,109488.63109,44,44,0.25836E-08*,0.29551E-03,118.20,-1.88597,
678,22A-25b,1956088.0036962,109452.43698,109503.55943,44,44,0.62749E-09*,0.35975E-04,10.188,-2.80054,
679,22A-23B,5187649.4835497,109452.43698,109471.71354,44,46,0.17382E-04*,7.3279,0.55035E+07,2.52774,
680,22A-24B,2762880.6964158,109452.43698,109488.63109,44,46,0.24441E-05*,0.29226,0.11690E+06,1.12853,
681,22A-25B,1956087.9754308,109452.43698,109503.55943,44,46,0.59360E-06*,0.35579E-01,10076.,0.21396,
682,23z-23a,87495197783061.,109471.71353,109471.71353,40,42,0.15472E-26*,0.18635E-06,0.21459E+07,-5.10642,
683,23z-24a,5911019.4439028,109471.71353,109488.63109,40,42,0.11774E-04*,6.4725,0.50354E+07,2.43432,
684,23Z-24a,5911019.8432408,109471.71353,109488.63109,42,42,0.13691E-07*,0.71677E-02,5855.1,-0.52137,
685,23Z-23A,96244721767070.,109471.71353,109471.71353,42,44,0.11638E-26*,0.16922E-06,0.22507E+07,-5.12809,
686,23Z-24A,5911019.5237210,109471.71353,109488.63109,42,44,0.11788E-04*,6.4653,0.52813E+07,2.45404,
687,23a-23b,96244721767070.,109471.71353,109471.71353,42,44,0.59513E-27*,0.86534E-07,0.11509E+07,-5.41936,
688,23a-24b,5911019.5237210,109471.71353,109488.63109,42,44,0.12848E-04*,7.0466,0.57561E+07,2.49143,
689,23a-25b,3140122.3068323,109471.71353,109503.55943,42,44,0.32873E-05*,0.50881,0.22080E+06,1.35001,
690,23A-24b,5911019.8867555,109471.71353,109488.63109,44,44,0.13596E-07*,0.71178E-02,6091.1,-0.50420,
691,23A-25b,3140122.4092833,109471.71353,109503.55943,44,44,0.34786E-08*,0.51395E-03,233.65,-1.64563,
692,23A-23B,105410883676776.,109471.71353,109471.71354,44,46,0.45347E-27*,0.78930E-07,0.12045E+07,-5.44000,
693,23A-24B,5911019.5950201,109471.71353,109488.63109,44,46,0.12861E-04*,7.0395,0.60241E+07,2.51030,
694,23A-25B,3140122.3364431,109471.71353,109503.55943,44,46,0.32908E-05*,0.50830,0.23108E+06,1.36888,
695,23b-24a,5911020.2062753,109471.71353,109488.63109,44,42,0.35400E-08*,0.17691E-02,1513.9,-1.12901,
696,23b-24A,5911019.8867555,109471.71353,109488.63109,44,44,0.35757E-11*,0.18720E-05,1.6020,-4.08424,
697,23b-24c,5911019.5950201,109471.71353,109488.63109,44,46,0.14011E-04*,7.6685,0.65625E+07,2.54747,
698,23b-25c,3140122.3364431,109471.71353,109503.55943,44,46,0.19044E-05*,0.29415,0.13373E+06,1.13133,
699,23b-26c,2218028.6309795,109471.71353,109516.79862,44,46,0.44863E-06*,0.34574E-01,11102.,0.20151,
700,23B-24A,5911020.2182218,109471.71354,109488.63109,46,44,0.35364E-08*,0.17709E-02,1584.4,-1.10834,
