No.,transition,lambda(invacuo),Ei(cm^-1),Ek(cm^-1),gi,gk,Aki(s^-1),
2715,9d-15S,115394.82238595,108324.99599,109191.58600,4,2,0.74039E-03*,
2716,9d-16S,108035.90992520,108324.99599,109250.61415,4,2,0.62513E-03*,
2717,9d-17S,102612.59544326,108324.99599,109299.53522,4,2,0.53108E-03*,
2718,9d-18S,98470.21032108,108324.99599,109340.53155,4,2,0.45410E-03*,
2719,9d-19S,95217.17109518,108324.99599,109375.22673,4,2,0.39078E-03*,
2720,9d-20S,92605.20434243,108324.99599,109404.84890,4,2,0.33838E-03*,
2721,9d-21S,90469.49417050,108324.99599,109430.34095,4,2,0.29472E-03*,
2722,9d-22S,88696.47897105,108324.99599,109452.43646,4,2,0.25812E-03*,
2723,9d-23S,87205.46771327,108324.99599,109471.71308,4,2,0.22724E-03*,
2724,9d-24S,85937.62306257,108324.99599,109488.63069,4,2,0.20102E-03*,
2725,9d-25S,84849.08576174,108324.99599,109503.55907,4,2,0.17864E-03*,
2726,9d-10d,388697.81572460,108324.99599,108582.26525,4,4,0.12115E-02*,
2727,9d-11d,223404.09252457,108324.99599,108772.61536,4,4,0.10840E-02*,
2728,9d-12d,168805.94032365,108324.99599,108917.39220,4,4,0.90290E-03*,
2729,9d-13d,141830.56944939,108324.99599,109030.06261,4,4,0.74311E-03*,
2730,9d-14d,125870.53313003,108324.99599,109119.46311,4,4,0.61286E-03*,
2731,9d-15d,115394.70716573,108324.99599,109191.58686,4,4,0.50875E-03*,
2732,9d-16d,108035.82670934,108324.99599,109250.61486,4,4,0.42567E-03*,
2733,9d-17d,102612.53285623,108324.99599,109299.53582,4,4,0.35906E-03*,
2734,9d-18d,98470.16176741,108324.99599,109340.53205,4,4,0.30527E-03*,
2735,9d-19d,95217.13249410,108324.99599,109375.22715,4,4,0.26148E-03*,
2736,9d-20d,92605.17303766,108324.99599,109404.84927,4,4,0.22554E-03*,
2737,9d-21d,90469.46836120,108324.99599,109430.34127,4,4,0.19580E-03*,
2738,9d-22d,88696.45739487,108324.99599,109452.43673,4,4,0.17101E-03*,
2739,9d-23d,87205.44946030,108324.99599,109471.71332,4,4,0.15019E-03*,
2740,9d-24d,85937.60746121,108324.99599,109488.63090,4,4,0.13259E-03*,
2741,9d-25d,84849.07230611,108324.99599,109503.55926,4,4,0.11762E-03*,
2742,9d-9D,74890377863.715,108324.99599,108324.99732,4,6,0.67227E-29*,
2743,9d-10D,388696.34502497,108324.99599,108582.26622,4,6,0.34614E-03*,
2744,9d-11D,223403.72751451,108324.99599,108772.61609,4,6,0.30971E-03*,
2745,9d-12D,168805.77980238,108324.99599,108917.39277,4,6,0.25797E-03*,
2746,9d-13D,141830.48032212,108324.99599,109030.06305,4,6,0.21232E-03*,
2747,9d-14D,125870.47692632,108324.99599,109119.46346,4,6,0.17511E-03*,
2748,9d-15D,115394.66875974,108324.99599,109191.58715,4,6,0.14536E-03*,
2749,9d-16D,108035.79897124,108324.99599,109250.61510,4,6,0.12162E-03*,
2750,9d-17D,102612.51199427,108324.99599,109299.53601,4,6,0.10259E-03*,
2751,9d-18D,98470.14558316,108324.99599,109340.53221,4,6,0.87220E-04*,
2752,9d-19D,95217.11962730,108324.99599,109375.22730,4,6,0.74709E-04*,
2753,9d-20D,92605.16260293,108324.99599,109404.84939,4,6,0.64440E-04*,
2754,9d-21D,90469.45975826,108324.99599,109430.34138,4,6,0.55944E-04*,
2755,9d-22D,88696.45020295,108324.99599,109452.43682,4,6,0.48861E-04*,
2756,9d-23D,87205.44337608,108324.99599,109471.71340,4,6,0.42913E-04*,
2757,9d-24D,85937.60226084,108324.99599,109488.63097,4,6,0.37885E-04*,
2758,9d-25D,84849.06782098,108324.99599,109503.55932,4,6,0.33607E-04*,
2759,9D-10S,388704.24545872,108324.99732,108582.26233,6,2,0.22577E-02*,
2760,9D-11S,223405.85402350,108324.99732,108772.61317,6,2,0.21650E-02*,
2761,9D-12S,168806.80239665,108324.99732,108917.39051,6,2,0.18716E-02*,
2762,9D-13S,141831.10544303,108324.99732,109030.06128,6,2,0.15771E-02*,
2763,9D-14S,125870.91329990,108324.99732,109119.46204,6,2,0.13220E-02*,
2764,9D-15S,115395.00019231,108324.99732,109191.58600,6,2,0.11106E-02*,
2765,9D-16S,108036.06577666,108324.99732,109250.61415,6,2,0.93769E-03*,
2766,9D-17S,102612.73604022,108324.99732,109299.53522,6,2,0.79661E-03*,
2767,9D-18S,98470.33979559,108324.99732,109340.53155,6,2,0.68115E-03*,
2768,9D-19S,95217.29215641,108324.99732,109375.22673,6,2,0.58617E-03*,
2769,9D-20S,92605.31885293,108324.99732,109404.84890,6,2,0.50757E-03*,
2770,9D-21S,90469.60346009,108324.99732,109430.34095,6,2,0.44208E-03*,
2771,9D-22S,88696.58401892,108324.99732,109452.43646,6,2,0.38718E-03*,
2772,9D-23S,87205.56925906,108324.99732,109471.71308,6,2,0.34086E-03*,
2773,9D-24S,85937.72167715,108324.99732,109488.63069,6,2,0.30154E-03*,
2774,9D-25S,84849.18189392,108324.99732,109503.55907,6,2,0.26796E-03*,
2775,9D-10d,388699.83316370,108324.99732,108582.26525,6,4,0.51921E-03*,
2776,9D-11d,223404.75895915,108324.99732,108772.61536,6,4,0.46456E-03*,
2777,9D-12d,168806.32081993,108324.99732,108917.39220,6,4,0.38695E-03*,
2778,9D-13d,141830.83805464,108324.99732,109030.06261,6,4,0.31847E-03*,
2779,9D-14d,125870.74468482,108324.99732,109119.46311,6,4,0.26265E-03*,
2780,9D-15d,115394.88497174,108324.99732,109191.58686,6,4,0.21803E-03*,
2781,9D-16d,108035.98256056,108324.99732,109250.61486,6,4,0.18243E-03*,
2782,9D-17d,102612.67345301,108324.99732,109299.53582,6,4,0.15388E-03*,
2783,9D-18d,98470.29124180,108324.99732,109340.53205,6,4,0.13083E-03*,
2784,9D-19d,95217.25355523,108324.99732,109375.22715,6,4,0.11206E-03*,
2785,9D-20d,92605.28754808,108324.99732,109404.84927,6,4,0.96657E-04*,
2786,9D-21d,90469.57765074,108324.99732,109430.34127,6,4,0.83913E-04*,
2787,9D-22d,88696.56244269,108324.99732,109452.43673,6,4,0.73289E-04*,
2788,9D-23d,87205.55100604,108324.99732,109471.71332,6,4,0.64368E-04*,
2789,9D-24d,85937.70607575,108324.99732,109488.63090,6,4,0.56825E-04*,
2790,9D-25d,84849.16843826,108324.99732,109503.55926,6,4,0.50409E-04*,
2791,9D-10D,388698.36244880,108324.99732,108582.26622,6,6,0.13846E-02*,
2792,9D-11D,223404.39394691,108324.99732,108772.61609,6,6,0.12388E-02*,
2793,9D-12D,168806.16029793,108324.99732,108917.39277,6,6,0.10319E-02*,
2794,9D-13D,141830.74892703,108324.99732,109030.06305,6,6,0.84926E-03*,
2795,9D-14D,125870.68848091,108324.99732,109119.46346,6,6,0.70041E-03*,
2796,9D-15D,115394.84656563,108324.99732,109191.58715,6,6,0.58142E-03*,
2797,9D-16D,108035.95482238,108324.99732,109250.61510,6,6,0.48647E-03*,
2798,9D-17D,102612.65259100,108324.99732,109299.53601,6,6,0.41035E-03*,
2799,9D-18D,98470.27505750,108324.99732,109340.53221,6,6,0.34887E-03*,
2800,9D-19D,95217.24068840,108324.99732,109375.22730,6,6,0.29883E-03*,
2801,9D-20D,92605.27711332,108324.99732,109404.84939,6,6,0.25776E-03*,
2802,9D-21D,90469.56904777,108324.99732,109430.34138,6,6,0.22377E-03*,
2803,9D-22D,88696.55525075,108324.99732,109452.43682,6,6,0.19544E-03*,
2804,9D-23D,87205.54492181,108324.99732,109471.71340,6,6,0.17165E-03*,
2805,9D-24D,85937.70087538,108324.99732,109488.63097,6,6,0.15154E-03*,
2806,9D-25D,84849.16395313,108324.99732,109503.55932,6,6,0.13443E-03*,
2807,9f-10p,388704.24545872,108324.99732,108582.26233,6,2,0.14929E-02*,
2808,9f-11p,223405.85402350,108324.99732,108772.61317,6,2,0.14219E-02*,
2809,9f-12p,168806.80239665,108324.99732,108917.39051,6,2,0.12144E-02*,
2810,9f-13p,141831.10544303,108324.99732,109030.06128,6,2,0.10117E-02*,
2811,9f-14p,125870.91329990,108324.99732,109119.46204,6,2,0.83988E-03*,
2812,9f-15p,115395.00019231,108324.99732,109191.58600,6,2,0.69985E-03*,
2813,9f-16p,108036.06577666,108324.99732,109250.61415,6,2,0.58691E-03*,
2814,9f-17p,102612.73604022,108324.99732,109299.53522,6,2,0.49578E-03*,
2815,9f-18p,98470.33979559,108324.99732,109340.53155,6,2,0.42189E-03*,
2816,9f-19p,95217.29215641,108324.99732,109375.22673,6,2,0.36159E-03*,
2817,9f-20p,92605.31885293,108324.99732,109404.84890,6,2,0.31201E-03*,
2818,9f-21p,90469.60346009,108324.99732,109430.34095,6,2,0.27094E-03*,
2819,9f-22p,88696.58401892,108324.99732,109452.43646,6,2,0.23667E-03*,
2820,9f-23p,87205.56925906,108324.99732,109471.71308,6,2,0.20788E-03*,
2821,9f-24p,85937.72167715,108324.99732,109488.63069,6,2,0.18353E-03*,
2822,9f-25p,84849.18189392,108324.99732,109503.55907,6,2,0.16280E-03*,
2823,9f-10P,388699.83316370,108324.99732,108582.26525,6,4,0.21327E-03*,
2824,9f-11P,223404.75895915,108324.99732,108772.61536,6,4,0.20313E-03*,
2825,9f-12P,168806.32081993,108324.99732,108917.39220,6,4,0.17348E-03*,
2826,9f-13P,141830.83805464,108324.99732,109030.06261,6,4,0.14453E-03*,
2827,9f-14P,125870.74468482,108324.99732,109119.46311,6,4,0.11998E-03*,
2828,9f-15P,115394.88497174,108324.99732,109191.58686,6,4,0.99978E-04*,
2829,9f-16P,108035.98256056,108324.99732,109250.61486,6,4,0.83843E-04*,
2830,9f-17P,102612.67345301,108324.99732,109299.53582,6,4,0.70825E-04*,
2831,9f-18P,98470.29124180,108324.99732,109340.53205,6,4,0.60270E-04*,
2832,9f-19P,95217.25355523,108324.99732,109375.22715,6,4,0.51655E-04*,
2833,9f-20P,92605.28754808,108324.99732,109404.84927,6,4,0.44572E-04*,
2834,9f-21P,90469.57765074,108324.99732,109430.34127,6,4,0.38705E-04*,
2835,9f-22P,88696.56244269,108324.99732,109452.43673,6,4,0.33809E-04*,
2836,9f-23P,87205.55100604,108324.99732,109471.71332,6,4,0.29696E-04*,
2837,9f-24P,85937.70607575,108324.99732,109488.63090,6,4,0.26218E-04*,
2838,9f-25P,84849.16843826,108324.99732,109503.55926,6,4,0.23258E-04*,
2839,9f-10f,388698.36244880,108324.99732,108582.26622,6,6,0.13081E-02*,
2840,9f-11f,223404.39394691,108324.99732,108772.61609,6,6,0.11325E-02*,
2841,9f-12f,168806.16029793,108324.99732,108917.39277,6,6,0.92219E-03*,
2842,9f-13f,141830.74892703,108324.99732,109030.06305,6,6,0.74650E-03*,
2843,9f-14f,125870.68848091,108324.99732,109119.46346,6,6,0.60793E-03*,
2844,9f-15f,115394.84656563,108324.99732,109191.58715,6,6,0.49968E-03*,
2845,9f-16f,108035.95482238,108324.99732,109250.61510,6,6,0.41477E-03*,
2846,9f-17f,102612.65259100,108324.99732,109299.53601,6,6,0.34761E-03*,
2847,9f-18f,98470.27505750,108324.99732,109340.53221,6,6,0.29395E-03*,
2848,9f-19f,95217.24068840,108324.99732,109375.22730,6,6,0.25066E-03*,
2849,9f-20f,92605.27711332,108324.99732,109404.84939,6,6,0.21539E-03*,
2850,9f-21f,90469.56904777,108324.99732,109430.34138,6,6,0.18639E-03*,
2851,9f-22f,88696.55525075,108324.99732,109452.43682,6,6,0.16234E-03*,
2852,9f-23f,87205.54492181,108324.99732,109471.71340,6,6,0.14223E-03*,
2853,9f-24f,85937.70087538,108324.99732,109488.63097,6,6,0.12530E-03*,
2854,9f-25f,84849.16395313,108324.99732,109503.55932,6,6,0.11094E-03*,
2855,9f-9F,149781461950.84,108324.99732,108324.99799,6,8,0.95521E-31*,
2856,9f-10F,388697.62709891,108324.99732,108582.26671,6,8,0.16351E-03*,
2857,9f-11F,223404.21144206,108324.99732,108772.61646,6,8,0.14156E-03*,
2858,9f-12F,168806.08003741,108324.99732,108917.39305,6,8,0.11527E-03*,
2859,9f-13F,141830.70436346,108324.99732,109030.06327,6,8,0.93313E-04*,
2860,9f-14F,125870.66037910,108324.99732,109119.46364,6,8,0.75992E-04*,
2861,9f-15F,115394.82736267,108324.99732,109191.58729,6,8,0.62460E-04*,
2862,9f-16F,108035.94095336,108324.99732,109250.61522,6,8,0.51846E-04*,
2863,9f-17F,102612.64216004,108324.99732,109299.53611,6,8,0.43451E-04*,
2864,9f-18F,98470.26696539,108324.99732,109340.53230,6,8,0.36745E-04*,
2865,9f-19F,95217.23425501,108324.99732,109375.22737,6,8,0.31333E-04*,
2866,9f-20F,92605.27189597,108324.99732,109404.84945,6,8,0.26924E-04*,
2867,9f-21F,90469.56474631,108324.99732,109430.34143,6,8,0.23299E-04*,
2868,9f-22F,88696.55165479,108324.99732,109452.43687,6,8,0.20292E-04*,
2869,9f-23F,87205.54187971,108324.99732,109471.71344,6,8,0.17779E-04*,
2870,9f-24F,85937.69827520,108324.99732,109488.63100,6,8,0.15662E-04*,
2871,9f-25F,84849.16171056,108324.99732,109503.55935,6,8,0.13868E-04*,
2872,9F-10P,388700.84188634,108324.99799,108582.26525,8,4,0.12796E-02*,
2873,9F-11P,223405.09217636,108324.99799,108772.61536,8,4,0.12188E-02*,
2874,9F-12P,168806.51106781,108324.99799,108917.39220,8,4,0.10409E-02*,
2875,9F-13P,141830.97235701,108324.99799,109030.06261,8,4,0.86716E-03*,
2876,9F-14P,125870.85046198,108324.99799,109119.46311,8,4,0.71989E-03*,
2877,9F-15P,115394.97387453,108324.99799,109191.58686,8,4,0.59987E-03*,
2878,9F-16P,108036.06048597,108324.99799,109250.61486,8,4,0.50306E-03*,
2879,9F-17P,102612.74375122,108324.99799,109299.53582,8,4,0.42495E-03*,
2880,9F-18P,98470.35597881,108324.99799,109340.53205,8,4,0.36162E-03*,
2881,9F-19P,95217.31408562,108324.99799,109375.22715,8,4,0.30993E-03*,
2882,9F-20P,92605.34480313,108324.99799,109404.84927,8,4,0.26743E-03*,
2883,9F-21P,90469.63229535,108324.99799,109430.34127,8,4,0.23223E-03*,
2884,9F-22P,88696.61496645,108324.99799,109452.43673,8,4,0.20286E-03*,
2885,9F-23P,87205.60177877,108324.99799,109471.71332,8,4,0.17818E-03*,
2886,9F-24P,85937.75538288,108324.99799,109488.63090,8,4,0.15731E-03*,
2887,9F-25P,84849.21650420,108324.99799,109503.55926,8,4,0.13955E-03*,
2888,9F-10f,388699.37116381,108324.99799,108582.26622,8,6,0.21802E-03*,
2889,9F-11f,223404.72716303,108324.99799,108772.61609,8,6,0.18874E-03*,
2890,9F-12f,168806.35054545,108324.99799,108917.39277,8,6,0.15370E-03*,
2891,9F-13f,141830.88322923,108324.99799,109030.06305,8,6,0.12442E-03*,
2892,9F-14f,125870.79425798,108324.99799,109119.46346,8,6,0.10132E-03*,
2893,9F-15f,115394.93546836,108324.99799,109191.58715,8,6,0.83279E-04*,
2894,9F-16f,108036.03274775,108324.99799,109250.61510,8,6,0.69128E-04*,
2895,9F-17f,102612.72288918,108324.99799,109299.53601,8,6,0.57934E-04*,
2896,9F-18f,98470.33979449,108324.99799,109340.53221,8,6,0.48992E-04*,
2897,9F-19f,95217.30121878,108324.99799,109375.22730,8,6,0.41777E-04*,
2898,9F-20f,92605.33436836,108324.99799,109404.84939,8,6,0.35898E-04*,
2899,9F-21f,90469.62369237,108324.99799,109430.34138,8,6,0.31064E-04*,
2900,9F-22f,88696.60777449,108324.99799,109452.43682,8,6,0.27056E-04*,
2901,9F-23f,87205.59569453,108324.99799,109471.71340,8,6,0.23705E-04*,
2902,9F-24f,85937.75018250,108324.99799,109488.63097,8,6,0.20883E-04*,
2903,9F-25f,84849.21201905,108324.99799,109503.55932,8,6,0.18490E-04*,
2904,9F-10F,388698.63581010,108324.99799,108582.26671,8,8,0.13626E-02*,
2905,9F-11F,223404.54465763,108324.99799,108772.61646,8,8,0.11796E-02*,
2906,9F-12F,168806.27028475,108324.99799,108917.39305,8,8,0.96061E-03*,
2907,9F-13F,141830.83866558,108324.99799,109030.06327,8,8,0.77760E-03*,
2908,9F-14F,125870.76615612,108324.99799,109119.46364,8,8,0.63326E-03*,
2909,9F-15F,115394.91626537,108324.99799,109191.58729,8,8,0.52049E-03*,
2910,9F-16F,108036.01887871,108324.99799,109250.61522,8,8,0.43205E-03*,
2911,9F-17F,102612.71245820,108324.99799,109299.53611,8,8,0.36209E-03*,
2912,9F-18F,98470.33170237,108324.99799,109340.53230,8,8,0.30620E-03*,
2913,9F-19F,95217.29478539,108324.99799,109375.22737,8,8,0.26111E-03*,
2914,9F-20F,92605.32915099,108324.99799,109404.84945,8,8,0.22436E-03*,
2915,9F-21F,90469.61939090,108324.99799,109430.34143,8,8,0.19415E-03*,
2916,9F-22F,88696.60417853,108324.99799,109452.43687,8,8,0.16910E-03*,
2917,9F-23F,87205.59265242,108324.99799,109471.71344,8,8,0.14816E-03*,
2918,9F-24F,85937.74758232,108324.99799,109488.63100,8,8,0.13052E-03*,
2919,9F-25F,84849.20977649,108324.99799,109503.55935,8,8,0.11556E-03*,
2920,10S-10d,34242786257.494,108582.26233,108582.26525,2,4,0.28321E-26*,
2921,10S-11d,525339.67347400,108582.26233,108772.61536,2,4,0.92678E-03*,
2922,10S-12d,298391.78187222,108582.26233,108917.39220,2,4,0.78177E-03*,
2923,10S-13d,223313.84116463,108582.26233,109030.06261,2,4,0.62883E-03*,
2924,10S-14d,186150.13951409,108582.26233,109119.46311,2,4,0.50570E-03*,
2925,10S-15d,164116.15618585,108582.26233,109191.58686,2,4,0.41036E-03*,
2926,10S-16d,149621.63748037,108582.26233,109250.61486,2,4,0.33667E-03*,
2927,10S-17d,139416.83611798,108582.26233,109299.53582,2,4,0.27926E-03*,
2928,10S-18d,131879.19504634,108582.26233,109340.53205,2,4,0.23404E-03*,
2929,10S-19d,126108.99875933,108582.26233,109375.22715,2,4,0.19802E-03*,
2930,10S-20d,121567.69708298,108582.26233,109404.84927,2,4,0.16899E-03*,
2931,10S-21d,117913.55168789,108582.26233,109430.34127,2,4,0.14537E-03*,
2932,10S-22d,114919.49150258,108582.26233,109452.43673,2,4,0.12595E-03*,
2933,10S-23d,112428.90442743,108582.26233,109471.71332,2,4,0.10984E-03*,
2934,10S-24d,110330.39273332,108582.26233,109488.63090,2,4,0.96368E-04*,
2935,10S-25d,108542.63920486,108582.26233,109503.55926,2,4,0.85018E-04*,
2936,10S-10D,25682211259.547,108582.26233,108582.26622,2,6,0.11934E-25*,
2937,10S-11D,525337.65509819,108582.26233,108772.61609,2,6,0.92678E-03*,
2938,10S-12D,298391.28030339,108582.26233,108917.39277,2,6,0.78178E-03*,
2939,10S-13D,223313.62021054,108582.26233,109030.06305,2,6,0.62884E-03*,
2940,10S-14D,186150.01658816,108582.26233,109119.46346,2,6,0.50571E-03*,
2941,10S-15D,164116.07850216,108582.26233,109191.58715,2,6,0.41036E-03*,
2942,10S-16D,149621.58427814,108582.26233,109250.61510,2,6,0.33668E-03*,
2943,10S-17D,139416.79760700,108582.26233,109299.53601,2,6,0.27926E-03*,
2944,10S-18D,131879.16601708,108582.26233,109340.53221,2,6,0.23405E-03*,
2945,10S-19D,126108.97618929,108582.26233,109375.22730,2,6,0.19802E-03*,
2946,10S-20D,121567.67910059,108582.26233,109404.84939,2,6,0.16900E-03*,
2947,10S-21D,117913.53707385,108582.26233,109430.34138,2,6,0.14537E-03*,
2948,10S-22D,114919.47942944,108582.26233,109452.43682,2,6,0.12595E-03*,
2949,10S-23D,112428.89431459,108582.26233,109471.71340,2,6,0.10984E-03*,
2950,10S-24D,110330.38416180,108582.26233,109488.63097,2,6,0.96370E-04*,
2951,10S-25D,108542.63186510,108582.26233,109503.55932,2,6,0.85020E-04*,
2952,10p-10P,34242786257.494,108582.26233,108582.26525,2,4,0.29206E-26*,
2953,10p-11P,525339.67347400,108582.26233,108772.61536,2,4,0.62356E-03*,
2954,10p-12P,298391.78187222,108582.26233,108917.39220,2,4,0.58685E-03*,
2955,10p-13P,223313.84116463,108582.26233,109030.06261,2,4,0.50815E-03*,
2956,10p-14P,186150.13951409,108582.26233,109119.46311,2,4,0.43143E-03*,
2957,10p-15P,164116.15618585,108582.26233,109191.58686,2,4,0.36504E-03*,
2958,10p-16P,149621.63748037,108582.26233,109250.61486,2,4,0.30961E-03*,
2959,10p-17P,139416.83611798,108582.26233,109299.53582,2,4,0.26385E-03*,
2960,10p-18P,131879.19504634,108582.26233,109340.53205,2,4,0.22611E-03*,
2961,10p-19P,126108.99875933,108582.26233,109375.22715,2,4,0.19490E-03*,
2962,10p-20P,121567.69708298,108582.26233,109404.84927,2,4,0.16899E-03*,
2963,10p-21P,117913.55168789,108582.26233,109430.34127,2,4,0.14734E-03*,
2964,10p-22P,114919.49150258,108582.26233,109452.43673,2,4,0.12915E-03*,
2965,10p-23P,112428.90442743,108582.26233,109471.71332,2,4,0.11377E-03*,
2966,10p-24P,110330.39273332,108582.26233,109488.63090,2,4,0.10071E-03*,
2967,10p-25P,108542.63920486,108582.26233,109503.55926,2,4,0.89540E-04*,
2968,10p-10f,25682211259.547,108582.26233,108582.26622,2,6,0.10970E-25*,
2969,10p-11f,525337.65509819,108582.26233,108772.61609,2,6,0.11535E-02*,
2970,10p-12f,298391.28030339,108582.26233,108917.39277,2,6,0.84761E-03*,
2971,10p-13f,223313.62021054,108582.26233,109030.06305,2,6,0.61199E-03*,
2972,10p-14f,186150.01658816,108582.26233,109119.46346,2,6,0.45071E-03*,
2973,10p-15f,164116.07850216,108582.26233,109191.58715,2,6,0.33994E-03*,
2974,10p-16f,149621.58427814,108582.26233,109250.61510,2,6,0.26223E-03*,
2975,10p-17f,139416.79760700,108582.26233,109299.53601,2,6,0.20640E-03*,
2976,10p-18f,131879.16601708,108582.26233,109340.53221,2,6,0.16536E-03*,
2977,10p-19f,126108.97618929,108582.26233,109375.22730,2,6,0.13456E-03*,
2978,10p-20f,121567.67910059,108582.26233,109404.84939,2,6,0.11101E-03*,
2979,10p-21f,117913.53707385,108582.26233,109430.34138,2,6,0.92700E-04*,
2980,10p-22f,114919.47942944,108582.26233,109452.43682,2,6,0.78245E-04*,
2981,10p-23f,112428.89431459,108582.26233,109471.71340,2,6,0.66680E-04*,
2982,10p-24f,110330.38416180,108582.26233,109488.63097,2,6,0.57315E-04*,
2983,10p-25f,108542.63186510,108582.26233,109503.55932,2,6,0.49646E-04*,
2984,10P-11p,525353.78867659,108582.26525,108772.61317,4,2,0.12471E-02*,
2985,10P-12p,298395.88685277,108582.26525,108917.39051,4,2,0.11737E-02*,
2986,10P-13p,223315.96039781,108582.26525,109030.06128,4,2,0.10163E-02*,
2987,10P-14p,186151.52025578,108582.26525,109119.46204,4,2,0.86281E-03*,
2988,10P-15p,164117.17581068,108582.26525,109191.58600,4,2,0.73004E-03*,
2989,10P-16p,149622.45085644,108582.26525,109250.61415,4,2,0.61919E-03*,
2990,10P-17p,139417.51928116,108582.26525,109299.53522,4,2,0.52765E-03*,
2991,10P-18p,131879.79004453,108582.26525,109340.53155,4,2,0.45218E-03*,
2992,10P-19p,126109.53090588,108582.26525,109375.22673,4,2,0.38978E-03*,
2993,10P-20p,121568.18261897,108582.26525,109404.84890,4,2,0.33795E-03*,
2994,10P-21p,117914.00156273,108582.26525,109430.34095,4,2,0.29465E-03*,
2995,10P-22p,114919.91339635,108582.26525,109452.43646,4,2,0.25827E-03*,
2996,10P-23p,112429.30390431,108582.26525,109471.71308,4,2,0.22753E-03*,
2997,10P-24p,110330.77393458,108582.26525,109488.63069,4,2,0.20140E-03*,
2998,10P-25p,108543.00528374,108582.26525,109503.55907,4,2,0.17906E-03*,
2999,10P-11P,525347.73315712,108582.26525,108772.61536,4,4,0.62356E-03*,
3000,10P-12P,298394.38208211,108582.26525,108917.39220,4,4,0.58684E-03*,
3001,10P-13P,223315.29751215,108582.26525,109030.06261,4,4,0.50814E-03*,
3002,10P-14P,186151.15146629,108582.26525,109119.46311,4,4,0.43142E-03*,
3003,10P-15P,164116.94275274,108582.26525,109191.58686,4,4,0.36503E-03*,
3004,10P-16P,149622.29124528,108582.26525,109250.61486,4,4,0.30960E-03*,
3005,10P-17P,139417.40374508,108582.26525,109299.53582,4,4,0.26383E-03*,
3006,10P-18P,131879.70295445,108582.26525,109340.53205,4,4,0.22610E-03*,
3007,10P-19P,126109.46319402,108582.26525,109375.22715,4,4,0.19490E-03*,
3008,10P-20P,121568.12867045,108582.26525,109404.84927,4,4,0.16898E-03*,
3009,10P-21P,117913.95771950,108582.26525,109430.34127,4,4,0.14733E-03*,
3010,10P-22P,114919.87717604,108582.26525,109452.43673,4,4,0.12914E-03*,
3011,10P-23P,112429.27356504,108582.26525,109471.71332,4,4,0.11377E-03*,
3012,10P-24P,110330.74821942,108582.26525,109488.63090,4,4,0.10070E-03*,
3013,10P-25P,108542.98326395,108582.26525,109503.55926,4,4,0.89536E-04*,
3014,10P-10f,102730303862.93,108582.26525,108582.26622,4,6,0.30606E-29*,
3015,10P-11f,525345.71471939,108582.26525,108772.61609,4,6,0.32956E-03*,
3016,10P-12f,298393.88050454,108582.26525,108917.39277,4,6,0.24216E-03*,
3017,10P-13f,223315.07655518,108582.26525,109030.06305,4,6,0.17484E-03*,
3018,10P-14f,186151.02853902,108582.26525,109119.46346,4,6,0.12876E-03*,
3019,10P-15f,164116.86506831,108582.26525,109191.58715,4,6,0.97117E-04*,
3020,10P-16f,149622.23804259,108582.26525,109250.61510,4,6,0.74915E-04*,
3021,10P-17f,139417.36523378,108582.26525,109299.53601,4,6,0.58963E-04*,
3022,10P-18f,131879.67392497,108582.26525,109340.53221,4,6,0.47239E-04*,
3023,10P-19f,126109.44062382,108582.26525,109375.22730,4,6,0.38441E-04*,
3024,10P-20f,121568.11068793,108582.26525,109404.84939,4,6,0.31713E-04*,
3025,10P-21f,117913.94310536,108582.26525,109430.34138,4,6,0.26482E-04*,
3026,10P-22f,114919.86510282,108582.26525,109452.43682,4,6,0.22352E-04*,
3027,10P-23f,112429.26345213,108582.26525,109471.71340,4,6,0.19049E-04*,
3028,10P-24f,110330.73964786,108582.26525,109488.63097,4,6,0.16373E-04*,
3029,10P-25f,108542.97592415,108582.26525,109503.55932,4,6,0.14182E-04*,
3030,10P-10F,68486974349.759,108582.26525,108582.26671,4,8,0.10459E-27*,
3031,10P-11F,525344.70551089,108582.26525,108772.61646,4,8,0.14830E-02*,
3032,10P-12F,298393.62971750,108582.26525,108917.39305,4,8,0.10897E-02*,
3033,10P-13F,223314.96607735,108582.26525,109030.06327,4,8,0.78679E-03*,
3034,10P-14F,186150.96707571,108582.26525,109119.46364,4,8,0.57944E-03*,
3035,10P-15F,164116.82622628,108582.26525,109191.58729,4,8,0.43703E-03*,
3036,10P-16F,149622.21144137,108582.26525,109250.61522,4,8,0.33712E-03*,
3037,10P-17F,139417.34597822,108582.26525,109299.53611,4,8,0.26534E-03*,
3038,10P-18F,131879.65941029,108582.26525,109340.53230,4,8,0.21258E-03*,
3039,10P-19F,126109.42933877,108582.26525,109375.22737,4,8,0.17299E-03*,
3040,10P-20F,121568.10169672,108582.26525,109404.84945,4,8,0.14271E-03*,
3041,10P-21F,117913.93579831,108582.26525,109430.34143,4,8,0.11917E-03*,
3042,10P-22F,114919.85906624,108582.26525,109452.43687,4,8,0.10059E-03*,
3043,10P-23F,112429.25839569,108582.26525,109471.71344,4,8,0.85721E-04*,
3044,10P-24F,110330.73536209,108582.26525,109488.63100,4,8,0.73680E-04*,
3045,10P-25F,108542.97225426,108582.26525,109503.55935,4,8,0.63823E-04*,
3046,10d-11S,525353.78867659,108582.26525,108772.61317,4,2,0.78899E-03*,
